trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.005, 'e': 0.99501247919268232}",20,0,-117.95358627842576,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
2,False,"{'a': 0.005, 'e': 0.99004983374916811}",25,0,-152.92885321989547,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
3,False,"{'a': 0.005, 'e': 0.98511193960306265}",20,0,-81.18150313946437,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
4,False,"{'a': 0.005, 'e': 0.98019867330675525}",20,0,-132.93306891553377,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
5,False,"{'a': 0.005, 'e': 0.97530991202833262}",30,0,-135.7744328910633,"{0: 15, 1: 3, 2: 10, 3: 2, 4: 0}",0
6,False,"{'a': 0.005, 'e': 0.97044553354850815}",20,0,-89.5993590018033,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
7,False,"{'a': 0.005, 'e': 0.96560541625756646}",30,0,-188.4211349510812,"{0: 15, 1: 4, 2: 6, 3: 4, 4: 1}",0
8,False,"{'a': 0.005, 'e': 0.96078943915232318}",20,0,-180.20728301786494,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
9,False,"{'a': 0.005, 'e': 0.95599748183309996}",25,0,-228.30064021721452,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 4}",0
10,False,"{'a': 0.005, 'e': 0.95122942450071402}",20,0,-51.667242852849284,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
11,False,"{'a': 0.005, 'e': 0.94648514795348382}",30,0,-175.00901031748234,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
12,False,"{'a': 0.005, 'e': 0.94176453358424872}",30,0,-246.86590603848884,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 5}",0
13,False,"{'a': 0.005, 'e': 0.93706746337740343}",25,0,-152.21657660209289,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
14,False,"{'a': 0.005, 'e': 0.93239381990594827}",20,0,-50.99271353038399,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
15,False,"{'a': 0.005, 'e': 0.92774348632855286}",35,0,-105.89317217444,"{0: 24, 1: 2, 2: 8, 3: 0, 4: 1}",0
16,False,"{'a': 0.005, 'e': 0.92311634638663576}",25,0,-217.89737749125158,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 5}",0
17,False,"{'a': 0.005, 'e': 0.91851228440145738}",20,0,-80.43390980166429,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
18,False,"{'a': 0.005, 'e': 0.91393118527122819}",35,8,-139.73500158776235,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 3}",1
19,False,"{'a': 0.005, 'e': 0.90937293446823142}",25,0,-149.54437239157988,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
20,False,"{'a': 0.005, 'e': 0.90483741803595952}",20,0,-48.20421509774844,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
21,False,"{'a': 0.005, 'e': 0.90032452258626561}",25,0,-22.889877175738622,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
22,False,"{'a': 0.005, 'e': 0.89583413529652822}",30,10,-139.2597176841029,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",1
23,False,"{'a': 0.005, 'e': 0.89136614390683133}",30,0,-136.37727576634978,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
24,False,"{'a': 0.005, 'e': 0.88692043671715748}",30,0,-214.4846150891108,"{0: 15, 1: 4, 2: 7, 3: 1, 4: 3}",0
25,False,"{'a': 0.005, 'e': 0.88249690258459546}",20,0,-44.73214928198066,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",1
26,False,"{'a': 0.005, 'e': 0.8780954309205613}",20,0,-141.12386802476252,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
27,False,"{'a': 0.005, 'e': 0.87371591168803442}",25,0,-41.68213534529906,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
28,False,"{'a': 0.005, 'e': 0.86935823539880586}",20,0,-155.51658613029107,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
29,False,"{'a': 0.005, 'e': 0.8650222931107413}",20,0,-136.70911455094924,"{0: 12, 1: 0, 2: 3, 3: 4, 4: 1}",0
30,False,"{'a': 0.005, 'e': 0.86070797642505781}",20,0,-34.48275255828046,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
31,False,"{'a': 0.005, 'e': 0.85641517748361351}",20,0,-125.34650407517577,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
32,False,"{'a': 0.005, 'e': 0.85214378896621135}",20,0,-79.13701414003735,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
33,False,"{'a': 0.005, 'e': 0.84789370408791587}",20,0,-138.25787309157766,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
34,False,"{'a': 0.005, 'e': 0.8436648165963837}",20,11,-25.18078963490245,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
35,False,"{'a': 0.005, 'e': 0.83945702076920736}",25,0,-262.0580731334889,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 6}",0
36,False,"{'a': 0.005, 'e': 0.835270211411272}",20,6,-26.668629867060545,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
37,False,"{'a': 0.005, 'e': 0.83110428385212565}",25,0,-106.75150187093368,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
38,False,"{'a': 0.005, 'e': 0.82695913394336229}",25,15,-12.36484362714062,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
39,False,"{'a': 0.005, 'e': 0.82283465805601841}",20,0,-88.50837979327672,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
40,False,"{'a': 0.005, 'e': 0.81873075307798182}",20,0,-154.5999000606421,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 3}",1
41,False,"{'a': 0.005, 'e': 0.81464731641141452}",25,0,-57.80532131879804,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
42,False,"{'a': 0.005, 'e': 0.81058424597018708}",30,0,-122.44336849739335,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",0
43,False,"{'a': 0.005, 'e': 0.80654144017732687}",25,0,-129.80934425865593,"{0: 12, 1: 3, 2: 9, 3: 0, 4: 1}",0
44,False,"{'a': 0.005, 'e': 0.80251879796247849}",25,0,-90.82123761714672,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
45,False,"{'a': 0.005, 'e': 0.79851621875937706}",30,0,-44.47030228169512,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
46,False,"{'a': 0.005, 'e': 0.79453360250333405}",25,0,-146.8476770024047,"{0: 14, 1: 5, 2: 2, 3: 2, 4: 2}",0
47,False,"{'a': 0.005, 'e': 0.79057084962873558}",25,0,-22.962264817476612,"{0: 20, 1: 4, 2: 0, 3: 1, 4: 0}",0
48,False,"{'a': 0.005, 'e': 0.78662786106655347}",20,0,-141.88464633867005,"{0: 10, 1: 0, 2: 7, 3: 2, 4: 1}",0
49,False,"{'a': 0.005, 'e': 0.78270453824186814}",30,0,-121.46822080333668,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
50,False,"{'a': 0.005, 'e': 0.77880078307140488}",20,4,-47.794732291165786,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
51,False,"{'a': 0.005, 'e': 0.77491649796108097}",20,0,-67.47153572369152,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
52,False,"{'a': 0.005, 'e': 0.77105158580356625}",20,0,-105.5198014882262,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
53,False,"{'a': 0.005, 'e': 0.76720594997585567}",25,0,-56.13673804652306,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
54,False,"{'a': 0.005, 'e': 0.76337949433685315}",20,0,-94.0780347919099,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
55,False,"{'a': 0.005, 'e': 0.75957212322496848}",25,0,-102.89224160205174,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
56,False,"{'a': 0.005, 'e': 0.75578374145572547}",20,0,-158.4625416012205,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 3}",0
57,False,"{'a': 0.005, 'e': 0.75201425431938262}",30,0,-106.3103770310515,"{0: 24, 1: 2, 2: 1, 3: 0, 4: 3}",1
58,False,"{'a': 0.005, 'e': 0.74826356757856527}",25,13,-68.39948123612422,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 1}",1
59,False,"{'a': 0.005, 'e': 0.74453158746590942}",20,0,-144.36861731490657,"{0: 9, 1: 5, 2: 3, 3: 1, 4: 2}",0
60,False,"{'a': 0.005, 'e': 0.74081822068171788}",30,0,-73.10469170441358,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
61,False,"{'a': 0.005, 'e': 0.73712337439162778}",20,0,-20.947156587362137,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
62,False,"{'a': 0.005, 'e': 0.73344695622428924}",30,0,-37.006744917731865,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
63,False,"{'a': 0.005, 'e': 0.72978887426905681}",20,0,-107.73290536678311,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
64,False,"{'a': 0.005, 'e': 0.72614903707369094}",25,7,-65.49785286847688,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 1}",1
65,False,"{'a': 0.005, 'e': 0.72252735364207221}",25,0,-82.82232758862341,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
66,False,"{'a': 0.005, 'e': 0.71892373343192617}",30,9,-14.164380806065875,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
67,False,"{'a': 0.005, 'e': 0.71533808635255991}",30,0,-132.02611139238786,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 3}",0
68,False,"{'a': 0.005, 'e': 0.71177032276260965}",30,0,-103.58268341461067,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
69,False,"{'a': 0.005, 'e': 0.70822035346779999}",30,0,-134.2547049886714,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 2}",0
70,False,"{'a': 0.005, 'e': 0.70468808971871344}",25,0,-70.96766591225153,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
71,False,"{'a': 0.005, 'e': 0.70117344320857244}",30,0,-175.73015257672517,"{0: 18, 1: 2, 2: 5, 3: 3, 4: 2}",0
72,False,"{'a': 0.005, 'e': 0.69767632607103103}",25,0,-123.42358911706232,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
73,False,"{'a': 0.005, 'e': 0.69419665087797888}",20,0,-118.60415262413152,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
74,False,"{'a': 0.005, 'e': 0.69073433063735468}",20,2,-21.754161136311073,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
75,False,"{'a': 0.005, 'e': 0.68728927879097224}",20,0,-100.7918559831373,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
76,False,"{'a': 0.005, 'e': 0.68386140921235583}",20,9,-11.378011168663354,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
77,False,"{'a': 0.005, 'e': 0.68045063620458768}",20,8,-107.09677143593912,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 2}",1
78,False,"{'a': 0.005, 'e': 0.67705687449816465}",20,16,5.6044802409906875,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.005, 'e': 0.67368003924886766}",20,0,-59.93755926803178,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
80,False,"{'a': 0.005, 'e': 0.67032004603563933}",25,15,-4.171007498530557,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
81,False,"{'a': 0.005, 'e': 0.66697681085847438}",30,0,-69.13037201444975,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 1}",0
82,False,"{'a': 0.005, 'e': 0.6636502501363194}",35,0,-177.83665964774204,"{0: 22, 1: 4, 2: 5, 3: 1, 4: 3}",0
83,False,"{'a': 0.005, 'e': 0.66034028070498285}",20,0,-15.139144968040185,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
84,False,"{'a': 0.005, 'e': 0.65704681981505675}",25,0,-55.61490562477425,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
85,False,"{'a': 0.005, 'e': 0.65376978512984729}",20,6,-54.89285333374175,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
86,False,"{'a': 0.005, 'e': 0.65050909472331653}",20,0,-19.54887575766984,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
87,False,"{'a': 0.005, 'e': 0.64726466707803465}",25,0,-190.66186840262648,"{0: 14, 1: 1, 2: 5, 3: 2, 4: 3}",1
88,False,"{'a': 0.005, 'e': 0.64403642108314141}",25,0,-121.53440827924948,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
89,False,"{'a': 0.005, 'e': 0.64082427603231873}",35,19,-91.09370447656049,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 2}",1
90,False,"{'a': 0.005, 'e': 0.63762815162177333}",20,0,-120.02475402095749,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
91,False,"{'a': 0.005, 'e': 0.63444796794822822}",20,0,-51.912973380555144,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
92,False,"{'a': 0.005, 'e': 0.63128364550692595}",20,11,-62.39645434927097,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 1}",1
93,False,"{'a': 0.005, 'e': 0.62813510518964077}",20,0,-34.89778437122174,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
94,False,"{'a': 0.005, 'e': 0.62500226828270078}",20,11,11.271721794087938,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.005, 'e': 0.62188505646502001}",20,0,-11.595455122744632,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
96,False,"{'a': 0.005, 'e': 0.61878339180614084}",20,0,-10.71252512396499,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
97,False,"{'a': 0.005, 'e': 0.61569719676428514}",20,11,-3.5651009917136767,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.005, 'e': 0.61262639418441611}",20,0,-101.45278328878275,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
99,False,"{'a': 0.005, 'e': 0.60957090729630925}",25,0,-154.97175373609514,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
100,False,"{'a': 0.005, 'e': 0.60653065971263342}",20,0,-64.43074993961505,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
101,False,"{'a': 0.005, 'e': 0.60350557542704053}",30,7,-94.70572330829822,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 2}",1
102,False,"{'a': 0.005, 'e': 0.6004955788122659}",30,7,-117.07941824636393,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 3}",1
103,False,"{'a': 0.005, 'e': 0.59750059461823746}",20,0,-103.84012131393871,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
104,False,"{'a': 0.005, 'e': 0.59452054797019438}",25,0,-80.7441709326514,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
105,False,"{'a': 0.005, 'e': 0.59155536436681511}",20,6,-59.076947287712855,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
106,False,"{'a': 0.005, 'e': 0.58860496967835518}",30,0,-105.04900113757903,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
107,False,"{'a': 0.005, 'e': 0.58566929014479374}",20,0,-84.77359742542706,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
108,False,"{'a': 0.005, 'e': 0.58274825237398964}",30,0,-19.211006170638186,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
109,False,"{'a': 0.005, 'e': 0.57984178333984637}",25,0,-62.791182155605824,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
110,False,"{'a': 0.005, 'e': 0.57694981038048665}",30,7,-63.4193342047512,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 2}",1
111,False,"{'a': 0.005, 'e': 0.57407226119643595}",25,0,-75.3644748173762,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
112,False,"{'a': 0.005, 'e': 0.57120906384881487}",20,10,17.200583094046664,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.005, 'e': 0.56836014675754043}",20,2,-50.779352339801314,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
114,False,"{'a': 0.005, 'e': 0.56552543869953709}",20,0,-9.890948008813663,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
115,False,"{'a': 0.005, 'e': 0.56270486880695569}",25,0,-105.72362280386318,"{0: 20, 1: 1, 2: 0, 3: 2, 4: 2}",0
116,False,"{'a': 0.005, 'e': 0.55989836656540204}",20,0,-97.9300721986211,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",1
117,False,"{'a': 0.005, 'e': 0.55710586181217392}",20,0,-46.25296095019952,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
118,False,"{'a': 0.005, 'e': 0.5543272847345071}",20,0,-91.18129395899217,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
119,False,"{'a': 0.005, 'e': 0.55156256586782981}",25,0,-43.22487921080159,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
120,False,"{'a': 0.005, 'e': 0.54881163609402639}",25,3,-62.33956488150422,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 1}",1
121,False,"{'a': 0.005, 'e': 0.5460744266397094}",25,0,-48.873308336790885,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
122,False,"{'a': 0.005, 'e': 0.54335086907449981}",25,0,-32.010032860705216,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
123,False,"{'a': 0.005, 'e': 0.54064089530931658}",20,15,-2.496342830667416,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.005, 'e': 0.53794443759467447}",25,6,-116.43393065263619,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 2}",1
125,False,"{'a': 0.005, 'e': 0.53526142851899028}",25,3,-131.45954361296836,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 2}",1
126,False,"{'a': 0.005, 'e': 0.53259180100689718}",25,6,-85.1423310828932,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 2}",1
127,False,"{'a': 0.005, 'e': 0.52993548831756854}",25,12,23.771005216695528,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.005, 'e': 0.52729242404304855}",20,0,18.64015824247688,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
129,False,"{'a': 0.005, 'e': 0.52466254210659291}",35,11,-89.93115707008887,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 1}",1
130,False,"{'a': 0.005, 'e': 0.52204577676101604}",20,11,-4.869017760915035,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.005, 'e': 0.51944206258704817}",30,22,3.9089339434522126,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.005, 'e': 0.51685133449169918}",35,0,-49.99835041711304,"{0: 30, 1: 2, 2: 1, 3: 1, 4: 1}",0
133,False,"{'a': 0.005, 'e': 0.51427352770663193}",20,0,-23.89156598592326,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
134,False,"{'a': 0.005, 'e': 0.51170857778654244}",30,0,-76.1738520717749,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
135,False,"{'a': 0.005, 'e': 0.50915642060754918}",35,7,-26.192938300596396,"{0: 25, 1: 1, 2: 0, 3: 1, 4: 1}",1
136,False,"{'a': 0.005, 'e': 0.50661699236558955}",20,0,-19.319219600903622,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
137,False,"{'a': 0.005, 'e': 0.50409022957482552}",25,8,-17.814731070868078,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
138,False,"{'a': 0.005, 'e': 0.50157606906605545}",20,0,-7.46605698568453,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
139,False,"{'a': 0.005, 'e': 0.49907444798513595}",20,0,15.477672966550003,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
140,False,"{'a': 0.005, 'e': 0.49658530379140947}",20,15,2.229108031629117,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.005, 'e': 0.49410857425614169}",25,8,-14.522098464284031,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
142,False,"{'a': 0.005, 'e': 0.4916441974609651}",30,0,-119.28152423802909,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
143,False,"{'a': 0.005, 'e': 0.48919211179633154}",25,4,-19.967987590002224,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 0}",1
144,False,"{'a': 0.005, 'e': 0.48675225595997168}",20,0,-67.55072333207201,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
145,False,"{'a': 0.005, 'e': 0.48432456895536247}",25,8,3.473644709775374,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
146,False,"{'a': 0.005, 'e': 0.48190899009020244}",25,0,-40.84694708692949,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
147,False,"{'a': 0.005, 'e': 0.47950545897489411}",20,2,-15.559398052399944,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
148,False,"{'a': 0.005, 'e': 0.47711391552103438}",30,15,16.942613794743107,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.005, 'e': 0.4747342999399124}",20,0,-26.352004091758037,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
150,False,"{'a': 0.005, 'e': 0.47236655274101469}",20,5,-25.914427369173644,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
151,False,"{'a': 0.005, 'e': 0.47001061473053796}",20,0,17.32323818336305,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
152,False,"{'a': 0.005, 'e': 0.46766642700990924}",20,0,7.590211281439494,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
153,False,"{'a': 0.005, 'e': 0.46533393097431341}",20,0,-37.925358011562786,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
154,False,"{'a': 0.005, 'e': 0.46301306831122807}",35,18,-79.09959723200743,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 2}",1
155,False,"{'a': 0.005, 'e': 0.46070378099896581}",30,0,-50.01124366346302,"{0: 24, 1: 4, 2: 0, 3: 1, 4: 1}",0
156,False,"{'a': 0.005, 'e': 0.45840601130522352}",25,10,3.406735623356133,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.005, 'e': 0.45611970178563921}",20,7,-48.31071857171303,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
158,False,"{'a': 0.005, 'e': 0.45384479528235583}",30,12,9.374969364901798,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.005, 'e': 0.45158123492259222}",20,0,-67.33150165048752,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
160,False,"{'a': 0.005, 'e': 0.44932896411722156}",30,2,-4.408816610460285,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 1}",1
161,False,"{'a': 0.005, 'e': 0.44708792655935642}",25,17,-25.896244898401154,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
162,False,"{'a': 0.005, 'e': 0.44485806622294111}",25,0,-70.9131821653273,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
163,False,"{'a': 0.005, 'e': 0.44263932736135109}",20,0,-34.13595261979335,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
164,False,"{'a': 0.005, 'e': 0.44043165450599925}",20,16,7.431413578684182,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.005, 'e': 0.43823499246494918}",30,7,10.407091926917694,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.005, 'e': 0.43604928632153556}",20,2,-31.76414057169429,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
167,False,"{'a': 0.005, 'e': 0.4338744814329909}",25,0,-40.808763979554776,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
168,False,"{'a': 0.005, 'e': 0.43171052342907973}",25,17,15.227568547729433,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.005, 'e': 0.42955735821073915}",20,6,12.631043966360963,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.005, 'e': 0.42741493194872671}",25,19,5.856716154407511,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.005, 'e': 0.42528319108227414}",25,0,-76.98986888656388,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
172,False,"{'a': 0.005, 'e': 0.42316208231774882}",20,0,-37.74358620325389,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
173,False,"{'a': 0.005, 'e': 0.42105155262732119}",25,14,18.454710551786093,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.005, 'e': 0.418951549247639}",25,0,-58.210225818615314,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
175,False,"{'a': 0.005, 'e': 0.41686201967850839}",25,6,-16.574442433162776,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
176,False,"{'a': 0.005, 'e': 0.41478291168158138}",25,3,-59.330383194810096,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 1}",1
177,False,"{'a': 0.005, 'e': 0.41271417327904963}",20,16,7.231898021020408,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.005, 'e': 0.4106557527523455}",20,0,1.8128954378839364,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
179,False,"{'a': 0.005, 'e': 0.40860759864084845}",25,0,-33.27167986490732,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
180,False,"{'a': 0.005, 'e': 0.40656965974059911}",30,0,-10.73039399623682,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",1
181,False,"{'a': 0.005, 'e': 0.40454188510301881}",30,11,-2.4590747683011935,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.005, 'e': 0.40252422403363597}",25,8,11.548657211474202,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.005, 'e': 0.40051662609081878}",20,0,-67.26673663433472,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
184,False,"{'a': 0.005, 'e': 0.39851904108451414}",20,2,-30.851193879078778,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
